"total sulfur dioxide","total sulfur dioxide1","fixed acidity","volatile acidity","citric acid","residual sugar","chlorides","free sulfur dioxide","density","max_density","pH","max_pH","sulphates","alcohol","quality"
"65","65","7","0.36","0.21","2.3","0.086","20","0.99558","1.00369","3.4","3.4","0.54","10.1","6"
"65","65","7","0.36","0.21","2.3","0.086","20","0.99558","1.00369","3.4","3.4","0.54","10.1","6"
"65","65","7","0.36","0.21","2.3","0.086","20","0.99558","1.00369","3.4","3.4","0.54","10.1","6"
"65","65","7","0.36","0.21","2.3","0.086","20","0.99558","1.00369","3.4","3.4","0.54","10.1","6"
"65","65","7","0.36","0.21","2.3","0.086","20","0.99558","1.00369","3.4","3.4","0.54","10.1","6"
"65","65","7","0.36","0.21","2.3","0.086","20","0.99558","1.00369","3.4","3.4","0.54","10.1","6"
"65","65","7","0.36","0.21","2.3","0.086","20","0.99558","1.00369","3.4","3.4","0.54","10.1","6"
"65","65","7","0.36","0.21","2.3","0.086","20","0.99558","1.00369","3.4","3.4","0.54","10.1","6"
"69","69","7","0.36","0.21","2.4","0.086","24","0.99556","1.00369","3.4","3.4","0.53","10.1","6"
"69","69","7","0.36","0.21","2.4","0.086","24","0.99556","1.00369","3.4","3.4","0.53","10.1","6"
"69","69","7","0.36","0.21","2.4","0.086","24","0.99556","1.00369","3.4","3.4","0.53","10.1","6"
"69","69","7","0.36","0.21","2.4","0.086","24","0.99556","1.00369","3.4","3.4","0.53","10.1","6"
"69","69","7","0.36","0.21","2.4","0.086","24","0.99556","1.00369","3.4","3.4","0.53","10.1","6"
"69","69","7","0.36","0.21","2.4","0.086","24","0.99556","1.00369","3.4","3.4","0.53","10.1","6"
"69","69","7","0.36","0.21","2.4","0.086","24","0.99556","1.00369","3.4","3.4","0.53","10.1","6"
"69","69","7","0.36","0.21","2.4","0.086","24","0.99556","1.00369","3.4","3.4","0.53","10.1","6"
"69","69","7","0.36","0.21","2.4","0.086","24","0.99556","1.00369","3.4","3.4","0.53","10.1","6"
"69","69","7","0.36","0.21","2.4","0.086","24","0.99556","1.00369","3.4","3.4","0.53","10.1","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"46","46","5.4","0.74","0","1.2","0.041","16","0.99258","1.00369","4.01","4.01","0.59","12.5","6"
"46","46","5.4","0.74","0","1.2","0.041","16","0.99258","1.00369","4.01","4.01","0.59","12.5","6"
"41","41","9.9","0.44","0.46","2.2","0.091","10","0.99638","1.00369","3.18","3.18","0.69","11.9","6"
"41","41","9.9","0.44","0.46","2.2","0.091","10","0.99638","1.00369","3.18","3.18","0.69","11.9","6"
"41","41","9.9","0.44","0.46","2.2","0.091","10","0.99638","1.00369","3.18","3.18","0.69","11.9","6"
"41","41","9.9","0.44","0.46","2.2","0.091","10","0.99638","1.00369","3.18","3.18","0.69","11.9","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"91","91","7.5","0.63","0.27","2","0.083","17","0.99616","1.00369","3.26","3.26","0.58","9.8","6"
"64","64","9.1","0.76","0.68","1.7","0.414","18","0.99652","1.00369","2.9","2.9","1.33","9.1","6"
"64","64","9.1","0.76","0.68","1.7","0.414","18","0.99652","1.00369","2.9","2.9","1.33","9.1","6"
"64","64","9.1","0.76","0.68","1.7","0.414","18","0.99652","1.00369","2.9","2.9","1.33","9.1","6"
"64","64","9.1","0.76","0.68","1.7","0.414","18","0.99652","1.00369","2.9","2.9","1.33","9.1","6"
"64","64","9.1","0.76","0.68","1.7","0.414","18","0.99652","1.00369","2.9","2.9","1.33","9.1","6"
"64","64","9.1","0.76","0.68","1.7","0.414","18","0.99652","1.00369","2.9","2.9","1.33","9.1","6"
"88","88","9.7","0.66","0.34","2.6","0.094","12","0.99796","1.00369","3.26","3.26","0.66","10.1","5"
"88","88","9.7","0.66","0.34","2.6","0.094","12","0.99796","1.00369","3.26","3.26","0.66","10.1","5"
"88","88","9.7","0.66","0.34","2.6","0.094","12","0.99796","1.00369","3.26","3.26","0.66","10.1","5"
"88","88","9.7","0.66","0.34","2.6","0.094","12","0.99796","1.00369","3.26","3.26","0.66","10.1","5"
"88","88","9.7","0.66","0.34","2.6","0.094","12","0.99796","1.00369","3.26","3.26","0.66","10.1","5"
"88","88","9.7","0.66","0.34","2.6","0.094","12","0.99796","1.00369","3.26","3.26","0.66","10.1","5"
"88","88","9.7","0.66","0.34","2.6","0.094","12","0.99796","1.00369","3.26","3.26","0.66","10.1","5"
"88","88","9.7","0.66","0.34","2.6","0.094","12","0.99796","1.00369","3.26","3.26","0.66","10.1","5"
"88","88","9.7","0.66","0.34","2.6","0.094","12","0.99796","1.00369","3.26","3.26","0.66","10.1","5"
"88","88","9.7","0.66","0.34","2.6","0.094","12","0.99796","1.00369","3.26","3.26","0.66","10.1","5"
"88","88","9.7","0.66","0.34","2.6","0.094","12","0.99796","1.00369","3.26","3.26","0.66","10.1","5"
"88","88","9.7","0.66","0.34","2.6","0.094","12","0.99796","1.00369","3.26","3.26","0.66","10.1","5"
"88","88","9.7","0.66","0.34","2.6","0.094","12","0.99796","1.00369","3.26","3.26","0.66","10.1","5"
"88","88","9.7","0.66","0.34","2.6","0.094","12","0.99796","1.00369","3.26","3.26","0.66","10.1","5"
"88","88","9.7","0.66","0.34","2.6","0.094","12","0.99796","1.00369","3.26","3.26","0.66","10.1","5"
"46","46","5","0.74","0","1.2","0.041","16","0.99258","1.00369","4.01","4.01","0.59","12.5","6"
"46","46","5","0.74","0","1.2","0.041","16","0.99258","1.00369","4.01","4.01","0.59","12.5","6"
"18","18","9.1","0.34","0.42","1.8","0.058","9","0.99392","1.00369","3.18","3.18","0.55","11.4","5"
"18","18","9.1","0.34","0.42","1.8","0.058","9","0.99392","1.00369","3.18","3.18","0.55","11.4","5"
"55","55","9.1","0.36","0.39","1.8","0.06","21","0.99495","1.00369","3.18","3.18","0.82","11","7"
"55","55","9.1","0.36","0.39","1.8","0.06","21","0.99495","1.00369","3.18","3.18","0.82","11","7"
"55","55","9.1","0.36","0.39","1.8","0.06","21","0.99495","1.00369","3.18","3.18","0.82","11","7"
"55","55","9.1","0.36","0.39","1.8","0.06","21","0.99495","1.00369","3.18","3.18","0.82","11","7"
"55","55","9.1","0.36","0.39","1.8","0.06","21","0.99495","1.00369","3.18","3.18","0.82","11","7"
"55","55","9.1","0.36","0.39","1.8","0.06","21","0.99495","1.00369","3.18","3.18","0.82","11","7"
"55","55","9.1","0.36","0.39","1.8","0.06","21","0.99495","1.00369","3.18","3.18","0.82","11","7"
"34","34","6.7","0.46","0.24","1.7","0.077","18","0.9948","1.00369","3.39","3.39","0.6","10.6","6"
"34","34","6.7","0.46","0.24","1.7","0.077","18","0.9948","1.00369","3.39","3.39","0.6","10.6","6"
"34","34","6.7","0.46","0.24","1.7","0.077","18","0.9948","1.00369","3.39","3.39","0.6","10.6","6"
"34","34","6.7","0.46","0.24","1.7","0.077","18","0.9948","1.00369","3.39","3.39","0.6","10.6","6"
"34","34","6.7","0.46","0.24","1.7","0.077","18","0.9948","1.00369","3.39","3.39","0.6","10.6","6"
"34","34","6.7","0.46","0.24","1.7","0.077","18","0.9948","1.00369","3.39","3.39","0.6","10.6","6"
"34","34","6.7","0.46","0.24","1.7","0.077","18","0.9948","1.00369","3.39","3.39","0.6","10.6","6"
"34","34","6.7","0.46","0.24","1.7","0.077","18","0.9948","1.00369","3.39","3.39","0.6","10.6","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"91","91","7.4","0.6","0.26","2.1","0.083","17","0.99616","1.00369","3.29","3.29","0.56","9.8","6"
"67","67","7.8","0.87","0.26","3.8","0.107","31","0.99668","1.00369","3.26","3.26","0.46","9.2","5"
"67","67","7.8","0.87","0.26","3.8","0.107","31","0.99668","1.00369","3.26","3.26","0.46","9.2","5"
"67","67","7.8","0.87","0.26","3.8","0.107","31","0.99668","1.00369","3.26","3.26","0.46","9.2","5"
"67","67","7.8","0.87","0.26","3.8","0.107","31","0.99668","1.00369","3.26","3.26","0.46","9.2","5"
"67","67","7.8","0.87","0.26","3.8","0.107","31","0.99668","1.00369","3.26","3.26","0.46","9.2","5"
"67","67","7.8","0.87","0.26","3.8","0.107","31","0.99668","1.00369","3.26","3.26","0.46","9.2","5"
"67","67","7.8","0.87","0.26","3.8","0.107","31","0.99668","1.00369","3.26","3.26","0.46","9.2","5"
"67","67","7.8","0.87","0.26","3.8","0.107","31","0.99668","1.00369","3.26","3.26","0.46","9.2","5"
"67","67","7.8","0.87","0.26","3.8","0.107","31","0.99668","1.00369","3.26","3.26","0.46","9.2","5"
"67","67","7.8","0.87","0.26","3.8","0.107","31","0.99668","1.00369","3.26","3.26","0.46","9.2","5"
"67","67","7.8","0.87","0.26","3.8","0.107","31","0.99668","1.00369","3.26","3.26","0.46","9.2","5"
"67","67","7.8","0.87","0.26","3.8","0.107","31","0.99668","1.00369","3.26","3.26","0.46","9.2","5"
"25","25","8.4","0.39","0.1","1.7","0.075","6","0.99581","1.00369","3.09","3.09","0.43","9.7","6"
"48","48","9.1","0.775","0.22","2.2","0.079","12","0.9976","1.00369","3.18","3.18","0.51","9.6","5"
"40","40","6.6","0.58","0.02","2.4","0.069","19","0.99387","1.00369","3.38","3.38","0.66","12.6","6"
"40","40","6.6","0.58","0.02","2.4","0.069","19","0.99387","1.00369","3.38","3.38","0.66","12.6","6"
"40","40","6.6","0.58","0.02","2.4","0.069","19","0.99387","1.00369","3.38","3.38","0.66","12.6","6"
"26","26","6","0.5","0","1.4","0.057","15","0.99448","1.00369","3.36","3.36","0.45","9.5","5"
"26","26","6","0.5","0","1.4","0.057","15","0.99448","1.00369","3.36","3.36","0.45","9.5","5"
"26","26","6","0.5","0","1.4","0.057","15","0.99448","1.00369","3.36","3.36","0.45","9.5","5"
"31","31","7.5","0.51","0.02","1.7","0.084","13","0.99538","1.00369","3.36","3.36","0.54","10.5","6"
"31","31","7.5","0.51","0.02","1.7","0.084","13","0.99538","1.00369","3.36","3.36","0.54","10.5","6"
"31","31","7.5","0.51","0.02","1.7","0.084","13","0.99538","1.00369","3.36","3.36","0.54","10.5","6"
"31","31","7.6","0.54","0.02","1.7","0.085","17","0.99589","1.00369","3.37","3.37","0.51","10.4","6"
"31","31","7.5","0.51","0.02","1.7","0.084","13","0.99538","1.00369","3.36","3.36","0.54","10.5","6"
"28","28","8.2","0.44","0.24","2.3","0.063","10","0.99613","1.00369","3.25","3.25","0.53","10.2","6"
"28","28","8.2","0.44","0.24","2.3","0.063","10","0.99613","1.00369","3.25","3.25","0.53","10.2","6"
"28","28","8.2","0.44","0.24","2.3","0.063","10","0.99613","1.00369","3.25","3.25","0.53","10.2","6"
"28","28","8.2","0.44","0.24","2.3","0.063","10","0.99613","1.00369","3.25","3.25","0.53","10.2","6"
"41","41","6.9","0.57","0","2.8","0.081","21","0.99518","1.00369","3.41","3.41","0.52","10.8","5"
"41","41","6.9","0.57","0","2.8","0.081","21","0.99518","1.00369","3.41","3.41","0.52","10.8","5"
"41","41","6.9","0.57","0","2.8","0.081","21","0.99518","1.00369","3.41","3.41","0.52","10.8","5"
"41","41","6.9","0.57","0","2.8","0.081","21","0.99518","1.00369","3.41","3.41","0.52","10.8","5"
"73","73","9","0.6","0.29","2","0.069","32","0.99654","1.00369","3.34","3.34","0.57","10","5"
"73","73","9","0.6","0.29","2","0.069","32","0.99654","1.00369","3.34","3.34","0.57","10","5"
"73","73","9","0.6","0.29","2","0.069","32","0.99654","1.00369","3.34","3.34","0.57","10","5"
"73","73","9","0.6","0.29","2","0.069","32","0.99654","1.00369","3.34","3.34","0.57","10","5"
"73","73","9","0.6","0.29","2","0.069","32","0.99654","1.00369","3.34","3.34","0.57","10","5"
"73","73","9","0.6","0.29","2","0.069","32","0.99654","1.00369","3.34","3.34","0.57","10","5"
"73","73","9","0.6","0.29","2","0.069","32","0.99654","1.00369","3.34","3.34","0.57","10","5"
"73","73","9","0.6","0.29","2","0.069","32","0.99654","1.00369","3.34","3.34","0.57","10","5"
"73","73","9","0.6","0.29","2","0.069","32","0.99654","1.00369","3.34","3.34","0.57","10","5"
"73","73","9","0.6","0.29","2","0.069","32","0.99654","1.00369","3.34","3.34","0.57","10","5"
"73","73","9","0.6","0.29","2","0.069","32","0.99654","1.00369","3.34","3.34","0.57","10","5"
"73","73","9","0.6","0.29","2","0.069","32","0.99654","1.00369","3.34","3.34","0.57","10","5"
"73","73","9","0.6","0.29","2","0.069","32","0.99654","1.00369","3.34","3.34","0.57","10","5"
"73","73","9","0.6","0.29","2","0.069","32","0.99654","1.00369","3.34","3.34","0.57","10","5"
"73","73","9","0.6","0.29","2","0.069","32","0.99654","1.00369","3.34","3.34","0.57","10","5"
"73","73","9","0.6","0.29","2","0.069","32","0.99654","1.00369","3.34","3.34","0.57","10","5"
"73","73","9","0.6","0.29","2","0.069","32","0.99654","1.00369","3.34","3.34","0.57","10","5"
"73","73","9","0.6","0.29","2","0.069","32","0.99654","1.00369","3.34","3.34","0.57","10","5"
"73","73","9","0.6","0.29","2","0.069","32","0.99654","1.00369","3.34","3.34","0.57","10","5"
"73","73","9","0.6","0.29","2","0.069","32","0.99654","1.00369","3.34","3.34","0.57","10","5"
"46","46","7.2","0.62","0.01","2.3","0.065","8","0.99332","1.00369","3.32","3.32","0.51","11.8","6"
"46","46","7.2","0.62","0.01","2.3","0.065","8","0.99332","1.00369","3.32","3.32","0.51","11.8","6"
"57","57","7.6","0.645","0.03","1.9","0.086","14","0.9969","1.00369","3.37","3.37","0.46","10.3","5"
"57","57","7.6","0.645","0.03","1.9","0.086","14","0.9969","1.00369","3.37","3.37","0.46","10.3","5"
"57","57","7.6","0.645","0.03","1.9","0.086","14","0.9969","1.00369","3.37","3.37","0.46","10.3","5"
"57","57","7.6","0.645","0.03","1.9","0.086","14","0.9969","1.00369","3.37","3.37","0.46","10.3","5"
"57","57","7.6","0.645","0.03","1.9","0.086","14","0.9969","1.00369","3.37","3.37","0.46","10.3","5"
"57","57","7.6","0.645","0.03","1.9","0.086","14","0.9969","1.00369","3.37","3.37","0.46","10.3","5"
"57","57","7.6","0.645","0.03","1.9","0.086","14","0.9969","1.00369","3.37","3.37","0.46","10.3","5"
"57","57","7.6","0.645","0.03","1.9","0.086","14","0.9969","1.00369","3.37","3.37","0.46","10.3","5"
"57","57","7.6","0.645","0.03","1.9","0.086","14","0.9969","1.00369","3.37","3.37","0.46","10.3","5"
"57","57","7.6","0.645","0.03","1.9","0.086","14","0.9969","1.00369","3.37","3.37","0.46","10.3","5"
"57","57","7.6","0.645","0.03","1.9","0.086","14","0.9969","1.00369","3.37","3.37","0.46","10.3","5"
"57","57","7.6","0.645","0.03","1.9","0.086","14","0.9969","1.00369","3.37","3.37","0.46","10.3","5"
"57","57","7.6","0.645","0.03","1.9","0.086","14","0.9969","1.00369","3.37","3.37","0.46","10.3","5"
"57","57","7.6","0.645","0.03","1.9","0.086","14","0.9969","1.00369","3.37","3.37","0.46","10.3","5"
"28","28","7.2","0.58","0.03","2.3","0.077","7","0.99568","1.00369","3.35","3.35","0.52","10","5"
"28","28","7.2","0.58","0.03","2.3","0.077","7","0.99568","1.00369","3.35","3.35","0.52","10","5"
"28","28","7.2","0.58","0.03","2.3","0.077","7","0.99568","1.00369","3.35","3.35","0.52","10","5"
"28","28","7.2","0.58","0.03","2.3","0.077","7","0.99568","1.00369","3.35","3.35","0.52","10","5"
"28","28","6.1","0.34","0.25","1.8","0.084","4","0.99464","1.00369","3.36","3.36","0.44","10.1","5"
"28","28","6.1","0.34","0.25","1.8","0.084","4","0.99464","1.00369","3.36","3.36","0.44","10.1","5"
"28","28","6.1","0.34","0.25","1.8","0.084","4","0.99464","1.00369","3.36","3.36","0.44","10.1","5"
"28","28","6.1","0.34","0.25","1.8","0.084","4","0.99464","1.00369","3.36","3.36","0.44","10.1","5"
"67","67","7.3","0.43","0.24","2.5","0.078","27","0.99648","1.00369","3.6","3.6","0.59","11.1","6"
"67","67","7.3","0.43","0.24","2.5","0.078","27","0.99648","1.00369","3.6","3.6","0.59","11.1","6"
"67","67","7.3","0.43","0.24","2.5","0.078","27","0.99648","1.00369","3.6","3.6","0.59","11.1","6"
"67","67","7.3","0.43","0.24","2.5","0.078","27","0.99648","1.00369","3.6","3.6","0.59","11.1","6"
"67","67","7.3","0.43","0.24","2.5","0.078","27","0.99648","1.00369","3.6","3.6","0.59","11.1","6"
"67","67","7.3","0.43","0.24","2.5","0.078","27","0.99648","1.00369","3.6","3.6","0.59","11.1","6"
"67","67","7.3","0.43","0.24","2.5","0.078","27","0.99648","1.00369","3.6","3.6","0.59","11.1","6"
"67","67","7.3","0.43","0.24","2.5","0.078","27","0.99648","1.00369","3.6","3.6","0.59","11.1","6"
"67","67","7.3","0.43","0.24","2.5","0.078","27","0.99648","1.00369","3.6","3.6","0.59","11.1","6"
"67","67","7.3","0.43","0.24","2.5","0.078","27","0.99648","1.00369","3.6","3.6","0.59","11.1","6"
"67","67","7.3","0.43","0.24","2.5","0.078","27","0.99648","1.00369","3.6","3.6","0.59","11.1","6"
"67","67","7.3","0.43","0.24","2.5","0.078","27","0.99648","1.00369","3.6","3.6","0.59","11.1","6"
"98","98","7.4","0.64","0.17","5.4","0.168","52","0.99736","1.00369","3.28","3.28","0.5","9.5","5"
"98","98","7.4","0.64","0.17","5.4","0.168","52","0.99736","1.00369","3.28","3.28","0.5","9.5","5"
"98","98","7.4","0.64","0.17","5.4","0.168","52","0.99736","1.00369","3.28","3.28","0.5","9.5","5"
"98","98","7.4","0.64","0.17","5.4","0.168","52","0.99736","1.00369","3.28","3.28","0.5","9.5","5"
"98","98","7.4","0.64","0.17","5.4","0.168","52","0.99736","1.00369","3.28","3.28","0.5","9.5","5"
"98","98","7.4","0.64","0.17","5.4","0.168","52","0.99736","1.00369","3.28","3.28","0.5","9.5","5"
"98","98","7.4","0.64","0.17","5.4","0.168","52","0.99736","1.00369","3.28","3.28","0.5","9.5","5"
"98","98","7.4","0.64","0.17","5.4","0.168","52","0.99736","1.00369","3.28","3.28","0.5","9.5","5"
"98","98","7.4","0.64","0.17","5.4","0.168","52","0.99736","1.00369","3.28","3.28","0.5","9.5","5"
"98","98","7.4","0.64","0.17","5.4","0.168","52","0.99736","1.00369","3.28","3.28","0.5","9.5","5"
"98","98","7.4","0.64","0.17","5.4","0.168","52","0.99736","1.00369","3.28","3.28","0.5","9.5","5"
"98","98","7.4","0.64","0.17","5.4","0.168","52","0.99736","1.00369","3.28","3.28","0.5","9.5","5"
